params_index, test, test_kwargs, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, intervention_targets, n_samples, rep, dag, X1, X2
48, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,0], 200, 5, YX, 0.0, 0.327
48, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,0], 200, 6, XY, 0.0, 0.001
48, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,0], 200, 6, YX, 0.0, 0.025
48, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,0], 200, 7, XY, 0.0, 0.0
48, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,0], 200, 7, YX, 0.0, 0.229
48, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,0], 200, 8, XY, 0.0, 0.001
48, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,0], 200, 8, YX, 0.0, 0.065
48, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,0], 200, 9, XY, 0.0, 0.023
48, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,0], 200, 9, YX, 0.0, 0.57
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 0, XY, 0.046, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 0, YX, 1.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 1, XY, 0.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 1, YX, 1.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 2, XY, 0.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 2, YX, 0.433, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 3, XY, 0.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 3, YX, 0.372, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 4, XY, 0.006, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 4, YX, 0.296, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 5, XY, 0.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 5, YX, 0.308, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 6, XY, 0.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 6, YX, 0.238, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 7, XY, 0.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 7, YX, 0.582, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 8, XY, 0.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 8, YX, 0.383, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 9, XY, 0.0, 0.0
49, kci, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 9, YX, 0.41, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 0, XY, 0.485, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 0, YX, 1.0, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 1, XY, 0.688, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 1, YX, 1.0, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 2, XY, 0.037, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 2, YX, 0.433, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 3, XY, 0.754, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 3, YX, 0.372, 0.004
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 4, XY, 0.852, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 4, YX, 0.296, 0.015
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 5, XY, 0.991, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 5, YX, 0.308, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 6, XY, 0.499, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 6, YX, 0.238, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 7, XY, 0.207, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 7, YX, 0.582, 0.001
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 8, XY, 0.763, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 8, YX, 0.383, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 9, XY, 0.135, 0.0
49, fisherz, {}, sqrt, 2, soft, additive, 2, 0, [None,1], 200, 9, YX, 0.41, 0.0
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 0, XY, 0.0, 0.008
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 0, YX, 0.0, 0.062
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 1, XY, 0.0, 0.127
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 1, YX, 0.0, 0.559
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 2, XY, 0.0, 0.251
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 2, YX, 0.0, 0.368
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 3, XY, 0.0, 0.289
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 3, YX, 0.0, 0.768
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 4, XY, 0.0, 0.055
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 4, YX, 0.0, 0.159
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 5, XY, 0.0, 0.021
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 5, YX, 0.0, 0.038
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 6, XY, 0.0, 0.027
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 6, YX, 0.0, 0.268
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 7, XY, 0.0, 0.022
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 7, YX, 0.0, 0.079
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 8, XY, 0.0, 0.036
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 8, YX, 0.0, 0.654
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 9, XY, 0.0, 0.369
50, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 9, YX, 0.0, 0.78
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 0, XY, 0.0, 0.008
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 0, YX, 0.0, 0.773
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 1, XY, 0.0, 0.127
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 1, YX, 0.0, 0.946
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 2, XY, 0.0, 0.251
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 2, YX, 0.0, 0.694
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 3, XY, 0.0, 0.289
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 3, YX, 0.0, 0.293
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 4, XY, 0.01, 0.055
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 4, YX, 0.0, 0.882
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 5, XY, 0.0, 0.021
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 5, YX, 0.0, 0.405
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 6, XY, 0.0, 0.027
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 6, YX, 0.0, 0.181
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 7, XY, 0.0, 0.022
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 7, YX, 0.0, 0.678
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 8, XY, 0.0, 0.036
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 8, YX, 0.0, 0.701
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 9, XY, 0.001, 0.369
50, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,0], 200, 9, YX, 0.0, 0.75
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 0, XY, 0.761, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 0, YX, 1.0, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 1, XY, 0.005, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 1, YX, 1.0, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 2, XY, 0.0, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 2, YX, 0.433, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 3, XY, 0.0, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 3, YX, 0.372, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 4, XY, 0.064, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 4, YX, 0.296, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 5, XY, 0.0, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 5, YX, 0.308, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 6, XY, 0.041, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 6, YX, 0.238, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 7, XY, 0.003, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 7, YX, 0.582, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 8, XY, 0.0, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 8, YX, 0.383, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 9, XY, 0.001, 0.0
51, kci, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 9, YX, 0.41, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 0, XY, 0.743, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 0, YX, 1.0, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 1, XY, 0.708, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 1, YX, 1.0, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 2, XY, 0.034, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 2, YX, 0.433, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 3, XY, 0.731, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 3, YX, 0.372, 0.005
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 4, XY, 0.855, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 4, YX, 0.296, 0.011
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 5, XY, 0.954, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 5, YX, 0.308, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 6, XY, 0.456, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 6, YX, 0.238, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 7, XY, 0.204, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 7, YX, 0.582, 0.001
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 8, XY, 0.864, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 8, YX, 0.383, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 9, XY, 0.136, 0.0
51, fisherz, {}, sqrt, 2, soft, additive, 2, 1, [None,1], 200, 9, YX, 0.41, 0.001
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 0, XY, 0.0, 0.003
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 0, YX, 0.0, 0.098
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 1, XY, 0.0, 0.095
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 1, YX, 0.0, 0.67
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 2, XY, 0.0, 0.362
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 2, YX, 0.0, 0.218
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 3, XY, 0.0, 0.294
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 3, YX, 0.0, 0.81
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 4, XY, 0.0, 0.007
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 4, YX, 0.0, 0.103
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 5, XY, 0.0, 0.006
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 5, YX, 0.0, 0.143
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 6, XY, 0.0, 0.001
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 6, YX, 0.0, 0.223
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 7, XY, 0.0, 0.032
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 7, YX, 0.0, 0.114
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 8, XY, 0.0, 0.153
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 8, YX, 0.0, 0.724
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 9, XY, 0.0, 0.061
52, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 9, YX, 0.0, 0.672
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 0, XY, 0.0, 0.003
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 0, YX, 0.0, 0.377
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 1, XY, 0.0, 0.095
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 1, YX, 0.0, 0.908
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 2, XY, 0.0, 0.362
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 2, YX, 0.0, 0.66
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 3, XY, 0.003, 0.294
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 3, YX, 0.0, 0.268
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 4, XY, 0.066, 0.007
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 4, YX, 0.0, 0.973
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 5, XY, 0.0, 0.006
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 5, YX, 0.0, 0.824
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 6, XY, 0.0, 0.001
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 6, YX, 0.0, 0.325
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 7, XY, 0.0, 0.032
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 7, YX, 0.0, 0.786
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 8, XY, 0.0, 0.153
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 8, YX, 0.0, 0.69
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 9, XY, 0.105, 0.061
52, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,0], 200, 9, YX, 0.0, 0.112
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 0, XY, 0.841, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 0, YX, 1.0, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 1, XY, 0.185, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 1, YX, 1.0, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 2, XY, 0.0, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 2, YX, 0.433, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 3, XY, 0.006, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 3, YX, 0.372, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 4, XY, 0.141, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 4, YX, 0.296, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 5, XY, 0.01, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 5, YX, 0.308, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 6, XY, 0.845, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 6, YX, 0.238, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 7, XY, 0.158, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 7, YX, 0.582, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 8, XY, 0.005, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 8, YX, 0.383, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 9, XY, 0.017, 0.0
53, kci, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 9, YX, 0.41, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 0, XY, 0.795, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 0, YX, 1.0, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 1, XY, 0.809, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 1, YX, 1.0, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 2, XY, 0.06, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 2, YX, 0.433, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 3, XY, 0.705, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 3, YX, 0.372, 0.009
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 4, XY, 0.851, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 4, YX, 0.296, 0.009
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 5, XY, 0.929, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 5, YX, 0.308, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 6, XY, 0.402, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 6, YX, 0.238, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 7, XY, 0.195, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 7, YX, 0.582, 0.001
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 8, XY, 0.936, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 8, YX, 0.383, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 9, XY, 0.146, 0.0
53, fisherz, {}, sqrt, 2, soft, additive, 2, 2, [None,1], 200, 9, YX, 0.41, 0.014
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 0, XY, 0.004, 1.0
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 0, YX, 0.003, 0.427
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 1, XY, 0.0, 0.749
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 1, YX, 0.002, 0.699
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 2, XY, 0.0, 0.084
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 2, YX, 0.001, 0.054
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 3, XY, 0.0, 0.173
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 3, YX, 0.0, 0.593
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 4, XY, 0.013, 0.842
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 4, YX, 0.02, 0.872
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 5, XY, 0.007, 0.353
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 5, YX, 0.009, 0.866
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 6, XY, 0.012, 0.457
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 6, YX, 0.034, 0.15
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 7, XY, 0.001, 0.295
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 7, YX, 0.012, 0.399
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 8, XY, 0.0, 1.0
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 8, YX, 0.001, 0.918
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 9, XY, 0.0, 0.626
56, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 9, YX, 0.022, 0.413
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 0, XY, 0.671, 1.0
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 0, YX, 0.003, 0.914
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 1, XY, 0.366, 0.749
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 1, YX, 0.002, 0.993
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 2, XY, 0.742, 0.084
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 2, YX, 0.001, 0.949
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 3, XY, 0.339, 0.173
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 3, YX, 0.0, 0.076
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 4, XY, 0.735, 0.842
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 4, YX, 0.02, 0.588
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 5, XY, 0.48, 0.353
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 5, YX, 0.009, 0.643
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 6, XY, 0.368, 0.457
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 6, YX, 0.034, 0.341
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 7, XY, 0.244, 0.295
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 7, YX, 0.012, 0.083
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 8, XY, 0.264, 1.0
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 8, YX, 0.001, 0.895
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 9, XY, 0.299, 0.626
56, fisherz, {}, sqrt, 100, soft, additive, 0, 1, [None,0], 200, 9, YX, 0.022, 0.396
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 0, XY, 0.127, 0.126
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 0, YX, 0.144, 0.11
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 1, XY, 0.397, 0.018
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 1, YX, 1.0, 0.007
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 2, XY, 0.117, 0.002
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 2, YX, 0.096, 0.0
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 3, XY, 0.623, 0.001
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 3, YX, 0.358, 0.0
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 4, XY, 0.025, 0.141
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 4, YX, 0.03, 0.106
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 5, XY, 0.686, 0.04
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 5, YX, 1.0, 0.014
57, kci, {}, sqrt, 100, soft, additive, 0, 1, [None,1], 200, 6, XY, 0.29, 0.145
