Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, Params, XY, XY, YX, YX
params_index, nonlinearity, noise_df, intervention, combination, intervention_shift, intervention_scale, pre_intervention, intervention_targets, n_samples, rep, X1, X2, X1, X2
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 7, 0.228, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 8, 0.168, 0.0, 0.237, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 9, 0.139, 0.0, 0.607, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 10, 0.05, 0.0, 0.251, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 11, 0.238, 0.0, 0.176, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 12, 0.059, 0.0, 0.085, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 13, 0.05, 0.0, 0.772, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 14, 0.752, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 15, 0.406, 0.0, 0.741, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 16, 0.099, 0.0, 0.384, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 17, 0.624, 0.0, 0.08, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 18, 0.366, 0.0, 0.089, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 19, 0.089, 0.0, 0.357, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 20, 0.386, 0.0, 0.523, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 21, 0.257, 0.0, 0.265, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 22, 0.129, 0.0, 0.36, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 23, 0.178, 0.0, 0.41, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 24, 0.04, 0.0, 0.142, 0.02
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 25, 0.03, 0.0, 0.302, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 26, 0.099, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 27, 0.376, 0.0, 0.358, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 28, 0.248, 0.0, 0.261, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 29, 0.198, 0.0, 0.39, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 30, 0.129, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 31, 0.188, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 32, 0.198, 0.0, 0.061, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 33, 0.04, 0.0, 0.045, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 34, 0.109, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 35, 0.178, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 36, 0.307, 0.0, 0.629, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 37, 0.327, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 38, 0.05, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 50, 39, 0.04, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 0, 0.228, 0.0, 0.202, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 1, 0.139, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 2, 0.327, 0.0, 0.717, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 3, 0.02, 0.0, 0.292, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 4, 0.248, 0.0, 0.143, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 5, 0.248, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 6, 0.139, 0.0, 0.131, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 7, 0.228, 0.0, 0.258, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 8, 0.149, 0.0, 0.363, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 9, 0.04, 0.0, 0.04, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 10, 0.02, 0.0, 0.322, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 11, 0.149, 0.0, 0.189, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 12, 0.069, 0.0, 0.501, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 13, 0.208, 0.0, 0.511, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 14, 0.178, 0.0, 0.749, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 15, 0.366, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 16, 0.287, 0.0, 0.17, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 17, 0.158, 0.0, 0.29, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 18, 0.347, 0.0, 0.195, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 19, 0.218, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 20, 0.079, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 21, 0.149, 0.0, 0.163, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 22, 0.386, 0.0, 0.967, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 23, 0.149, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 24, 0.099, 0.0, 0.381, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 25, 0.535, 0.0, 0.364, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 26, 0.119, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 27, 0.228, 0.0, 0.139, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 28, 0.317, 0.0, 0.405, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 29, 0.238, 0.0, 0.151, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 30, 0.168, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 31, 0.198, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 32, 0.376, 0.0, 0.074, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 33, 0.168, 0.0, 0.014, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 34, 0.079, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 35, 0.208, 0.0, 0.719, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 36, 0.178, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 37, 0.129, 0.0, 0.226, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 38, 0.158, 0.0, 0.156, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 100, 39, 0.059, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 0, 0.584, 0.0, 0.134, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 1, 0.129, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 2, 0.109, 0.0, 0.168, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 3, 0.059, 0.0, 1.0, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 4, 0.188, 0.0, 0.318, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 5, 0.069, 0.0, 0.644, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 6, 0.069, 0.0, 0.196, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 7, 0.149, 0.0, 0.239, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 8, 0.119, 0.0, 0.387, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 9, 0.069, 0.0, 0.048, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 10, 0.277, 0.0, 0.211, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 11, 0.099, 0.0, 0.326, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 12, 0.287, 0.0, 0.383, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 13, 0.089, 0.0, 0.255, 0.01
1, id, 10, soft, additive, 3, 0, False, [None,1], 200, 14, 0.277, 0.0, 0.206, 0.01
